shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Tamaz Bibiluri,Giorgi Liluashvili,Sergo Javakhidze,Koba Davitashvili,Davit Bakradze,Akaki Asatiani,Nino Chanishvili,Teimuraz Bobokhidze,Shalva Natelashvili,Giorgi Targamadze,Levan Chachua,Nestan Kirtadze,Giorgi Chikhladze,Nino Burjanadze,Zurab Kharatishvili,Mikheil Saluashvili,Kartlos Gharibashvili,Mamuka Chokhonelidze,Avtandil Margiani,Nugzar Avaliani,Mamuka Melikishvili,Teimuraz Mzhavia,Giorgi Margvelashvili
Precinct,26,54-26,729,69.1651,\N,\N,\N,\N,1.8843,\N,\N,\N,0,\N,\N,\N,14,1.1375,1.1467,0.7,\N,\N,\N,\N,\N,\N,0.1372,0,50.4801,0.823,0.5487,0,0,0,0,0,0.1372,0,0,1.6461,0,0.1372,0,0,1.6461,0.1372,0,0,46.2277
Precinct,27,54-27,684,70.7342,\N,\N,\N,\N,2.2857,\N,\N,\N,0,\N,\N,\N,9,1.1,1.12,0.5556,\N,\N,\N,\N,\N,\N,0.4386,0.2924,52.7778,0.1462,1.7544,0,0,0,1.0234,0,0,0,0,1.3158,0.1462,0,0,0,1.3158,0,0,0,42.1053
Precinct,28,54-28,947,64.7743,\N,\N,\N,\N,2.7721,\N,\N,\N,0,\N,\N,\N,12,1.4375,1.57,0.8778,\N,\N,\N,\N,\N,\N,0.2112,0,42.8722,0.2112,0.6336,0.1056,0,0.1056,0,0,0.1056,0.1056,0,0.8448,0.1056,0.1056,0.1056,0,0.8448,0.1056,0.1056,0,54.699
Precinct,29,54-29,665,66.7001,\N,\N,\N,\N,2.0619,\N,\N,\N,0,\N,\N,\N,2,1.0417,1.1967,0.3889,\N,\N,\N,\N,\N,\N,0.4511,0.3008,43.4586,0.1504,2.2556,0,0.1504,0,0,0,0,0,0,0.4511,0,0,0,0,0.4511,0,0,0,52.6316
Precinct,30,54-30,485,67.9272,\N,\N,\N,\N,1.0204,\N,\N,\N,0,\N,\N,\N,9,1.1083,0.5967,0.25,\N,\N,\N,\N,\N,\N,0,0,51.3402,0.4124,2.8866,0.2062,0,0,0.4124,0.2062,0,0,0,1.8557,0,0,0,0,1.8557,0,0,0,42.6804
Precinct,31,54-31,284,76.1394,\N,\N,\N,\N,3.4014,\N,\N,\N,0,\N,\N,\N,1,0.5,0.4833,0.1611,\N,\N,\N,\N,\N,\N,0,0,61.9718,0,0.7042,0,0,0,2.1127,0,0,0,0,0.3521,0,0,0,0,0.3521,0,0,0,34.8592
Precinct,32,54-32,111,67.6829,\N,\N,\N,\N,0,\N,\N,\N,4,\N,\N,\N,0,0.1792,0.2033,0.0389,\N,\N,\N,\N,\N,\N,0,0,67.5676,0.9009,5.4054,0,0,0,0,0,0,0,0,1.8018,0,0,0,0,1.8018,0,0,0,18.9189
Precinct,33,54-33,267,73.3516,\N,\N,\N,\N,1.8382,\N,\N,\N,0,\N,\N,\N,6,0.675,0.33,0.0611,\N,\N,\N,\N,\N,\N,0.7491,0,42.6966,0,1.8727,0,0,0,1.4981,0,0,0,0,2.2472,0,0,0,0,2.2472,0,0,0,50.9363
Precinct,34,54-34,669,70.1258,\N,\N,\N,\N,2.7616,\N,\N,\N,0,\N,\N,\N,5,0.8333,1.3733,0.4222,\N,\N,\N,\N,\N,\N,0.1495,0,52.0179,0,1.3453,0,0,0,0.299,0,0,0,0,0.7474,0.1495,0,0,0,0.7474,0,0,0,45.2915
Precinct,35,54-35,730,65.1204,\N,\N,\N,\N,1.084,\N,\N,\N,0,\N,\N,\N,7,1,1.1,0.9333,\N,\N,\N,\N,\N,\N,0.274,0,39.3151,0.274,0.8219,0.137,0,0,0.137,0,0,0,0,0.9589,0,0,0,0,0.9589,0,0,0,58.0822
Precinct,36,54-36,379,72.3282,\N,\N,\N,\N,2.8205,\N,\N,\N,0,\N,\N,\N,2,0.9167,0.4667,0.1667,\N,\N,\N,\N,\N,\N,0.2639,0,33.5092,0.2639,2.6385,0,0,0,0,0,0,0,0,0.5277,0,0,0,0,0.5277,0,0,0,62.7968
Precinct,37,54-37,304,74.6929,\N,\N,\N,\N,2.2508,\N,\N,\N,0,\N,\N,\N,0,0.5,0.4667,0.2833,\N,\N,\N,\N,\N,\N,0,0.3289,39.8026,0,1.6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.2237
Precinct,38,54-38,182,81.982,\N,\N,\N,\N,0.5464,\N,\N,\N,0,\N,\N,\N,1,0.3625,0.2567,0.1056,\N,\N,\N,\N,\N,\N,0,0,56.044,0,0.5495,0,0,0,0,0,0,0,0,0.5495,0,0,0,0,0.5495,0,0,0,42.8571
Precinct,39,54-39,770,59.9688,\N,\N,\N,\N,1.6603,\N,\N,\N,0,\N,\N,\N,2,1.6167,0.9033,0.6889,\N,\N,\N,\N,\N,\N,0.3896,0.1299,37.4026,0.1299,1.5584,0,0.1299,0,0.2597,0,0,0,0,0.2597,0,0,0,0,0.2597,0,0,0,59.7403
Precinct,40,54-40,739,59.0727,\N,\N,\N,\N,3.0184,\N,\N,\N,0,\N,\N,\N,4,1.1667,1.18,0.7111,\N,\N,\N,\N,\N,\N,0.1353,0,31.935,0.1353,1.3532,0,0.1353,0,0.406,0,0,0,0,0.5413,0,0,0,0,0.5413,0,0,0,65.3586
Precinct,41,54-41,848,62.0791,\N,\N,\N,\N,2.5287,\N,\N,\N,0,\N,\N,\N,9,1.4958,1.1067,0.9944,\N,\N,\N,\N,\N,\N,0.2358,0,41.6274,0,1.2972,0,0,0.2358,0.3538,0,0.1179,0.1179,0,0.5896,0,0.1179,0.1179,0,0.5896,0.1179,0.1179,0,55.4245
Precinct,42,54-42,853,58.9496,\N,\N,\N,\N,1.8412,\N,\N,\N,0,\N,\N,\N,16,1.8208,1.0633,0.6278,\N,\N,\N,\N,\N,\N,0.4689,0,43.0246,0.1172,1.993,0.1172,0,0,0.2345,0,0.1172,0.1172,0.1172,1.1723,0,0.1172,0.1172,0.1172,1.1723,0.1172,0.1172,0.1172,52.5205
Precinct,43,54-43,646,64.7944,\N,\N,\N,\N,1.5244,\N,\N,\N,0,\N,\N,\N,7,1.4583,1.02,0,\N,\N,\N,\N,\N,\N,0.1548,0,34.6749,0.1548,1.7028,0,0,0,0.4644,0,0,0,0,1.0836,0,0,0,0,1.0836,0,0,0,61.7647
Precinct,44,54-44,695,56.2298,\N,\N,\N,\N,3.8728,\N,\N,\N,0,\N,\N,\N,14,1.3,1.0333,0.5611,\N,\N,\N,\N,\N,\N,0.4317,0,46.3309,0.2878,1.1511,0,0,0.1439,0.8633,0,0,0,0.2878,1.4388,0,0,0,0.2878,1.4388,0,0,0.2878,49.0647
Precinct,45,54-45,487,60.2723,\N,\N,\N,\N,1.8145,\N,\N,\N,0,\N,\N,\N,4,0.6583,1.0333,0.1556,\N,\N,\N,\N,\N,\N,0.2053,0,32.0329,0.2053,2.0534,0,0,0,0.2053,0,0,0,0,0.8214,0,0,0,0,0.8214,0,0,0,64.4764
Precinct,46,54-46,595,64.2549,\N,\N,\N,\N,2.9364,\N,\N,\N,0,\N,\N,\N,5,1.0417,1.0067,0.3389,\N,\N,\N,\N,\N,\N,0,0.1681,40.5042,0.3361,4.3697,0,0,0,0.3361,0,0,0,0,0.8403,0.3361,0,0,0,0.8403,0,0,0,53.1092
Precinct,47,54-47,357,73.7603,\N,\N,\N,\N,2.7248,\N,\N,\N,0,\N,\N,\N,2,0.8917,0.3933,0.1944,\N,\N,\N,\N,\N,\N,0,0.2801,44.5378,0,1.4006,0,0,0,0.2801,0,0,0,0,0.5602,0,0,0,0,0.5602,0,0,0,52.9412
Precinct,48,54-48,710,71.7897,\N,\N,\N,\N,2.2039,\N,\N,\N,0,\N,\N,\N,8,1.375,0.95,0.6167,\N,\N,\N,\N,\N,\N,0,0,49.4366,0.1408,1.831,0,0,0,0.1408,0,0,0,0,1.1268,0.1408,0,0,0,1.1268,0,0,0,47.1831
Precinct,49,54-49,318,67.9487,\N,\N,\N,\N,2.1538,\N,\N,\N,0,\N,\N,\N,10,0.5625,0.5433,0.15,\N,\N,\N,\N,\N,\N,0,0,44.3396,0.3145,0.6289,0,0,0,0.9434,0,0,0,0.3145,2.5157,0,0,0,0.3145,2.5157,0,0,0.3145,50.9434
Precinct,50,55-50,557,63.512,\N,\N,\N,\N,4.4597,\N,\N,\N,0,\N,\N,\N,9,1.0625,0.87,0.3722,\N,\N,\N,\N,\N,\N,0.1795,0,38.061,0,2.1544,0,0,0,0.1795,0,0,0.1795,0,1.2567,0,0,0.1795,0,1.2567,0,0.1795,0,57.9892
Precinct,1,55-1,873,62.5358,\N,\N,\N,\N,4.4858,\N,\N,\N,0,\N,\N,\N,9,1.6417,1.2333,0.8333,\N,\N,\N,\N,\N,\N,0.2291,0,35.1661,0.5727,1.7182,0.4582,0,0,0.4582,0,0,0,0,1.0309,0,0,0,0,1.0309,0,0,0,60.3666
Precinct,2,55-2,938,67.0479,\N,\N,\N,\N,1.6771,\N,\N,\N,0,\N,\N,\N,1,1.4917,1.56,0.7111,\N,\N,\N,\N,\N,\N,0,0.1066,34.7548,0.3198,1.5991,0,0,0,0.1066,0,0,0,0,0.2132,0,0,0,0,0.2132,0,0,0,62.7932
Precinct,3,55-3,871,61.0371,\N,\N,\N,\N,2.0247,\N,\N,\N,0,\N,\N,\N,17,1.6833,1.1967,0.7,\N,\N,\N,\N,\N,\N,0.1148,0.4592,40.0689,0.4592,1.1481,0,0.1148,0.2296,0,0,0,0.1148,0.1148,1.4925,0,0,0.1148,0.1148,1.4925,0,0.1148,0.1148,55.6831
Precinct,4,55-4,902,65.1264,\N,\N,\N,\N,1.7429,\N,\N,\N,0,\N,\N,\N,6,1.4292,1.3933,0.8722,\N,\N,\N,\N,\N,\N,0.2217,0.1109,44.3459,0.3326,0.9978,0,0.1109,0,0.2217,0,0,0.1109,0,0.4435,0.1109,0,0.1109,0,0.4435,0,0.1109,0,52.9933
Precinct,5,55-5,621,64.553,\N,\N,\N,\N,0.7987,\N,\N,\N,0,\N,\N,\N,4,1.1125,0.92,0.4611,\N,\N,\N,\N,\N,\N,0.161,0.161,78.905,0.161,0.8052,0,0.161,0,1.7713,0.161,0,0,0,0.8052,0,0,0,0,0.8052,0,0,0,16.7472
Precinct,6,55-6,486,72.1068,\N,\N,\N,\N,1.8182,\N,\N,\N,0,\N,\N,\N,5,0.8958,0.09,1.4056,\N,\N,\N,\N,\N,\N,0,0,49.7942,0,1.6461,0,0,0,0.823,0,0,0,0,1.0288,0,0,0,0,1.0288,0,0,0,46.7078
Precinct,7,55-7,694,69.8892,\N,\N,\N,\N,2.6648,\N,\N,\N,0,\N,\N,\N,8,1.2042,1.11,0.5056,\N,\N,\N,\N,\N,\N,0.1441,0.1441,43.6599,0.2882,1.585,0,0.1441,0.1441,0.7205,0,0,0,0,1.1527,0.2882,0,0,0,1.1527,0,0,0,51.7291
Precinct,8,55-8,512,63.1319,\N,\N,\N,\N,0.1949,\N,\N,\N,0,\N,\N,\N,7,0.9875,0.7133,0.3444,\N,\N,\N,\N,\N,\N,0,0.7813,73.6328,0.3906,1.7578,0,0,0,0,0.1953,0,0,0,1.3672,0,0,0,0,1.3672,0,0,0,21.875
Precinct,9,55-9,194,54.6479,\N,\N,\N,\N,3,\N,\N,\N,0,\N,\N,\N,0,0.45,0.2633,0.0722,\N,\N,\N,\N,\N,\N,0.5155,0,71.134,0,3.6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7423
Precinct,10,55-10,706,81.8076,\N,\N,\N,\N,3.6835,\N,\N,\N,0,\N,\N,\N,8,0.9583,0.9,1.2944,\N,\N,\N,\N,\N,\N,0,0,62.1813,0.5666,1.6997,0.1416,0,0.2833,0.4249,0,0,0,0,1.1331,0,0,0,0,1.1331,0,0,0,33.5694
Precinct,11,55-11,191,66.09,\N,\N,\N,\N,6.3725,\N,\N,\N,0,\N,\N,\N,2,0.325,0.39,0.05,\N,\N,\N,\N,\N,\N,0.5236,0,78.534,0.5236,2.0942,0,0,0,0,0,0,0,0,1.0471,0,0,0,0,1.0471,0,0,0,17.2775
Precinct,12,55-12,590,63.7838,\N,\N,\N,\N,3.5948,\N,\N,\N,0,\N,\N,\N,5,1.1292,0.94,0.3278,\N,\N,\N,\N,\N,\N,0,0,43.2203,0.339,2.3729,0.1695,0,0.5085,0.1695,0,0,0,0,0.8475,0,0,0,0,0.8475,0,0,0,52.3729
Precinct,13,55-13,257,55.6277,\N,\N,\N,\N,3.3835,\N,\N,\N,0,\N,\N,\N,8,0.7417,0.2067,0.1444,\N,\N,\N,\N,\N,\N,0,0,65.3696,0,1.9455,0,0,0,1.5564,0,0,0,0,3.1128,0,0,0,0,3.1128,0,0,0,28.0156
Precinct,14,55-14,922,65.0212,\N,\N,\N,\N,3.5565,\N,\N,\N,0,\N,\N,\N,2,1.5583,1.4033,0.8944,\N,\N,\N,\N,\N,\N,0.2169,0.4338,41.2148,0.5423,1.1931,0,0,0,0.5423,0,0,0,0,0.3254,0.1085,0,0,0,0.3254,0,0,0,55.3145
Precinct,15,55-15,159,68.8312,\N,\N,\N,\N,4.7904,\N,\N,\N,0,\N,\N,\N,2,0.3083,0.2667,0.0722,\N,\N,\N,\N,\N,\N,0,0.6289,50.3145,0.6289,0.6289,0,0,0,1.2579,0,0,0,0,1.2579,0,0,0,0,1.2579,0,0,0,45.283
Precinct,16,55-16,499,70.5799,\N,\N,\N,\N,2.9183,\N,\N,\N,0,\N,\N,\N,7,1.1167,0.6,0.3667,\N,\N,\N,\N,\N,\N,0.2004,0.6012,52.505,0.4008,1.4028,0.2004,0,0,0.2004,0,0.2004,0,0,1.002,0.2004,0.2004,0,0,1.002,0.2004,0,0,43.0862
Precinct,17,55-17,606,69.0992,\N,\N,\N,\N,3.1949,\N,\N,\N,0,\N,\N,\N,2,0.9333,1.0033,0.5611,\N,\N,\N,\N,\N,\N,0,0,38.7789,0.165,0.8251,0,0,0,0,0.165,0,0,0,0.33,0.33,0,0,0,0.33,0,0,0,59.4059
Precinct,18,55-18,575,65.4152,\N,\N,\N,\N,2.7073,\N,\N,\N,0,\N,\N,\N,1,0.9667,0.91,0.4778,\N,\N,\N,\N,\N,\N,0,0.1739,57.3913,0,1.0435,0,0,0,0.1739,0,0,0,0,0.5217,0,0,0,0,0.5217,0,0,0,40.3478
Precinct,19,55-19,186,62.4161,\N,\N,\N,\N,3.6269,\N,\N,\N,0,\N,\N,\N,5,0.4625,0.2133,0.1,\N,\N,\N,\N,\N,\N,0,0.5376,67.7419,0,3.2258,0,0,0,2.1505,0,0.5376,0,0,1.6129,0,0.5376,0,0,1.6129,0.5376,0,0,24.1935
Precinct,20,55-20,935,83.4821,\N,\N,\N,\N,5.2685,\N,\N,\N,0,\N,\N,\N,20,1.1042,1.0667,2.2333,\N,\N,\N,\N,\N,\N,0,0.4278,51.3369,0.7487,3.7433,0.107,0.6417,0.2139,0.2139,0,0,0.2139,0,1.7112,0.107,0,0.2139,0,1.7112,0,0.2139,0,40.5348
Precinct,21,55-21,334,72.4512,\N,\N,\N,\N,1.7647,\N,\N,\N,0,\N,\N,\N,1,0.7083,0.43,0.2278,\N,\N,\N,\N,\N,\N,0,0.2994,67.6647,0.2994,0.8982,0,0,0,0.2994,0,0,0,0,0.2994,0.2994,0,0,0,0.2994,0,0,0,29.9401
Precinct,22,55-22,264,66,\N,\N,\N,\N,4,\N,\N,\N,0,\N,\N,\N,0,0.6833,0.3333,0.0611,\N,\N,\N,\N,\N,\N,0.3788,0.3788,78.0303,1.1364,0.3788,0,0,0,0.3788,0,0,0,0,0.3788,0,0,0,0,0.3788,0,0,0,18.5606
Precinct,23,55-23,62,75.6098,\N,\N,\N,\N,1.5873,\N,\N,\N,0,\N,\N,\N,1,0.2083,0.0433,0,\N,\N,\N,\N,\N,\N,0,0,83.871,0,1.6129,0,0,0,0,1.6129,0,0,0,1.6129,0,0,0,0,1.6129,0,0,0,11.2903
Precinct,24,55-24,535,41.8623,\N,\N,\N,\N,3.4296,\N,\N,\N,0,\N,\N,\N,15,1.1542,0.78,0.2389,\N,\N,\N,\N,\N,\N,0,0.1869,52.8972,0,3.3645,0.1869,0.1869,0,0.3738,0,0.3738,0.1869,0,1.6822,0,0.3738,0.1869,0,1.6822,0.3738,0.1869,0,40.5607
Precinct,25,55-25,84,84,\N,\N,\N,\N,0,\N,\N,\N,0,\N,\N,\N,1,0.2333,0.0933,0,\N,\N,\N,\N,\N,\N,0,0,35.7143,0,2.381,0,0,0,0,0,0,0,0,1.1905,0,0,0,0,1.1905,0,0,0,60.7143
Precinct,26,55-26,922,64.9753,\N,\N,\N,\N,1.9149,\N,\N,\N,0,\N,\N,\N,5,1.7458,1.2667,0.7833,\N,\N,\N,\N,\N,\N,0.3254,0,36.3341,0,1.7354,0.1085,0,0,0.7592,0,0,0,0,0.5423,0.4338,0,0,0,0.5423,0,0,0,59.7614
Precinct,27,55-27,845,61.769,\N,\N,\N,\N,0.9379,\N,\N,\N,0,\N,\N,\N,10,1.6,1.2167,0.5778,\N,\N,\N,\N,\N,\N,0,0.1183,32.6627,0,1.0651,0.1183,0.1183,0,0.4734,0,0,0,0.1183,0.9467,0,0,0,0.1183,0.9467,0,0,0.1183,64.3787
Precinct,28,55-28,620,65.3319,\N,\N,\N,\N,4.4684,\N,\N,\N,0,\N,\N,\N,11,1.1125,1.0333,0.4,\N,\N,\N,\N,\N,\N,0.1613,0,39.8387,0.1613,1.2903,0,0,0,0.1613,0,0,0.3226,0,1.129,0,0,0.3226,0,1.129,0,0.3226,0,56.9355
Precinct,29,56-29,444,63.1579,\N,\N,\N,\N,2.6316,\N,\N,\N,0,\N,\N,\N,12,0.7667,0.8067,0.1667,\N,\N,\N,\N,\N,\N,0.2252,0,43.018,0.2252,2.4775,0,0,0,0.4505,0,0,0,0,2.7027,0.2252,0,0,0,2.7027,0,0,0,50.6757
Precinct,1,56-1,777,61.4229,\N,\N,\N,\N,0.7663,\N,\N,\N,0,\N,\N,\N,4,1.5208,1.1067,0.4778,\N,\N,\N,\N,\N,\N,0.2574,0,13.3848,0,0.6435,0,0,0.1287,0.2574,0,0,0,0,0.5148,0,0,0,0,0.5148,0,0,0,84.8134
Precinct,2,56-2,639,59.3866,\N,\N,\N,\N,2.2936,\N,\N,\N,0,\N,\N,\N,0,1.1792,1.03,0.3444,\N,\N,\N,\N,\N,\N,0,0,23.9437,0,1.252,0,0,0.1565,0.1565,0,0,0,0,0.4695,0,0,0,0,0.4695,0,0,0,73.5524
Precinct,3,56-3,634,59.4747,\N,\N,\N,\N,0.9375,\N,\N,\N,0,\N,\N,\N,2,1.125,1.0167,0.3611,\N,\N,\N,\N,\N,\N,0,0,8.0442,0.3155,0.4732,0,0,0.1577,0.1577,0,0,0,0,0.6309,0,0,0,0,0.6309,0,0,0,89.9054
Precinct,4,56-4,635,59.9057,\N,\N,\N,\N,1.3975,\N,\N,\N,0,\N,\N,\N,1,1.1125,0.9933,0.4389,\N,\N,\N,\N,\N,\N,0.1575,0,8.6614,0.315,1.2598,0,0,0,0,0,0,0,0,0.315,0.1575,0,0,0,0.315,0,0,0,88.9764
Precinct,5,56-5,536,59.4235,\N,\N,\N,\N,1.8315,\N,\N,\N,0,\N,\N,\N,2,0.7042,1.0733,0.3056,\N,\N,\N,\N,\N,\N,0.1866,0.1866,15.1119,0.9328,0.9328,0,0,0.1866,0,0,0,0,0,0.3731,0,0,0,0,0.3731,0,0,0,82.0896
Precinct,6,56-6,539,59.1009,\N,\N,\N,\N,0.7366,\N,\N,\N,0,\N,\N,\N,6,1.125,0.7167,0.3222,\N,\N,\N,\N,\N,\N,0,0,6.679,0,1.1132,0,0,0,0.3711,0,0,0,0,1.1132,0.1855,0,0,0,1.1132,0,0,0,90.538
Precinct,7,56-7,733,53.9764,\N,\N,\N,\N,1.4785,\N,\N,\N,0,\N,\N,\N,2,1.4417,1.1067,0.3667,\N,\N,\N,\N,\N,\N,0.1364,0,11.4598,0,1.3643,0.1364,0,0,0,0,0,0,0,0.2729,0,0,0,0,0.2729,0,0,0,86.6303
Precinct,8,56-8,515,52.3374,\N,\N,\N,\N,2.6465,\N,\N,\N,0,\N,\N,\N,1,1,0.7767,0.3111,\N,\N,\N,\N,\N,\N,0.3883,0.3883,13.3981,0.1942,0.7767,0,0,0,0,0,0,0,0,0.1942,0,0,0,0,0.1942,0,0,0,84.6602
Precinct,9,56-9,670,49.0483,\N,\N,\N,\N,1.1799,\N,\N,\N,0,\N,\N,\N,10,1.3,1.0067,0.3556,\N,\N,\N,\N,\N,\N,0,0,12.2388,0,0.8955,0.1493,0,0.1493,0,0,0.1493,0,0.1493,0.8955,0,0.1493,0,0.1493,0.8955,0.1493,0,0.1493,85.3731
Precinct,10,56-10,447,46.9538,\N,\N,\N,\N,3.4557,\N,\N,\N,0,\N,\N,\N,3,1.1208,0.5233,0.2056,\N,\N,\N,\N,\N,\N,0,0,15.8837,0.2237,0.8949,0,0,0,0.2237,0,0,0,0,0.6711,0,0,0,0,0.6711,0,0,0,82.1029
Precinct,11,56-11,149,55.3903,\N,\N,\N,\N,0.6667,\N,\N,\N,0,\N,\N,\N,3,0.3375,0.1867,0.0722,\N,\N,\N,\N,\N,\N,0.6711,0,14.7651,0,1.3423,0,0,0,0,0,0,0,0,2.0134,0,0,0,0,2.0134,0,0,0,81.2081
Precinct,12,56-12,140,54.6875,\N,\N,\N,\N,4.1096,\N,\N,\N,0,\N,\N,\N,2,0.3333,0.19,0.05,\N,\N,\N,\N,\N,\N,0,0,22.1429,0,4.2857,0.7143,0,0,0,0,0,0,0,1.4286,0.7143,0,0,0,1.4286,0,0,0,70.7143
Precinct,13,56-13,95,47.7387,\N,\N,\N,\N,1.0417,\N,\N,\N,0,\N,\N,\N,2,0.275,0.0967,0.0056,\N,\N,\N,\N,\N,\N,1.0526,1.0526,22.1053,0,3.1579,0,0,0,0,0,0,0,0,2.1053,0,0,0,0,2.1053,0,0,0,70.5263
Precinct,14,56-14,32,60.3774,\N,\N,\N,\N,5.8824,\N,\N,\N,1,\N,\N,\N,0,0.075,0.0367,0.0278,\N,\N,\N,\N,\N,\N,3.125,0,21.875,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,68.75
Precinct,15,56-15,885,66.0448,\N,\N,\N,\N,3.6997,\N,\N,\N,0,\N,\N,\N,6,1.7083,1.4433,0.4222,\N,\N,\N,\N,\N,\N,0.226,0,24.7458,0.226,1.4689,0,0,0,0.113,0,0,0,0.113,0.452,0,0,0,0.113,0.452,0,0,0.113,72.6554
Precinct,16,56-16,622,64.7917,\N,\N,\N,\N,2.9641,\N,\N,\N,0,\N,\N,\N,1,1.45,0.7067,0.45,\N,\N,\N,\N,\N,\N,0.3215,0.1608,27.9743,0.4823,1.7685,0,0,0,0.3215,0,0,0,0,0.3215,0,0,0,0,0.3215,0,0,0,68.4887
Precinct,17,56-17,311,67.316,\N,\N,\N,\N,2.5078,\N,\N,\N,0,\N,\N,\N,3,0.5375,0.47,0.2722,\N,\N,\N,\N,\N,\N,0,0,16.7203,0,0.6431,0,0,0,0,0,0,0,0,0.9646,0,0,0,0,0.9646,0,0,0,81.672
Precinct,18,56-18,369,70.8253,\N,\N,\N,\N,3.9063,\N,\N,\N,0,\N,\N,\N,3,0.65,0.67,0.15,\N,\N,\N,\N,\N,\N,0.271,0,39.2954,0,0.813,0,0,0,0,0,0.271,0,0,0.271,0,0.271,0,0,0.271,0.271,0,0,59.0786
Precinct,19,56-19,455,63.9944,\N,\N,\N,\N,2.5696,\N,\N,\N,0,\N,\N,\N,0,0.8667,0.79,0.1222,\N,\N,\N,\N,\N,\N,0.4396,0.2198,42.1978,0.4396,1.3187,0,0,0,0,0,0,0,0,0.2198,0.2198,0,0,0,0.2198,0,0,0,54.7253
Precinct,20,56-20,364,62.2222,\N,\N,\N,\N,5.6995,\N,\N,\N,0,\N,\N,\N,0,0.5833,0.7033,0.1944,\N,\N,\N,\N,\N,\N,0.8242,0.5495,35.989,0.2747,1.0989,0,0,0,0.2747,0,0,0,0,0.2747,0,0,0,0,0.2747,0,0,0,60.4396
Precinct,21,56-21,737,67.3675,\N,\N,\N,\N,4.6572,\N,\N,\N,0,\N,\N,\N,1,1.0875,1.2967,0.6833,\N,\N,\N,\N,\N,\N,0,0.2714,35.4138,0,1.0855,0,0,0.1357,0,0,0,0,0,0.1357,0,0,0,0,0.1357,0,0,0,62.9579
Precinct,22,56-22,815,66.4763,\N,\N,\N,\N,3.2067,\N,\N,\N,0,\N,\N,\N,5,1.4167,1.2767,0.6611,\N,\N,\N,\N,\N,\N,0.2454,0,35.2147,0.3681,1.3497,0,0,0,0,0,0,0.1227,0,0.3681,0,0,0.1227,0,0.3681,0,0.1227,0,62.3313
Precinct,23,56-23,963,66.0494,\N,\N,\N,\N,2.5304,\N,\N,\N,0,\N,\N,\N,4,1.8042,1.3833,0.7778,\N,\N,\N,\N,\N,\N,0.2077,0,20.1454,0.1038,1.3499,0,0.2077,0.1038,0,0,0,0,0,0.4154,0,0,0,0,0.4154,0,0,0,77.4663
Precinct,24,56-24,306,74.4526,\N,\N,\N,\N,1.9231,\N,\N,\N,0,\N,\N,\N,0,0.7333,0.4233,0.05,\N,\N,\N,\N,\N,\N,0,0,25.1634,0.3268,1.3072,0,0,0,0,0,0,0,0,0.3268,0,0,0,0,0.3268,0,0,0,72.549
Precinct,25,56-25,465,67.9825,\N,\N,\N,\N,3.125,\N,\N,\N,0,\N,\N,\N,2,1.0208,0.67,0.1889,\N,\N,\N,\N,\N,\N,0,0,25.1613,0.4301,1.0753,0,0,0,0.2151,0.4301,0,0,0,0.4301,0,0,0,0,0.4301,0,0,0,72.2581
Precinct,26,56-26,605,67.1476,\N,\N,\N,\N,0.982,\N,\N,\N,0,\N,\N,\N,4,1.2333,0.8,0.4167,\N,\N,\N,\N,\N,\N,0,0,19.1736,0,0.8264,0,0,0,0.4959,0,0,0,0,0.6612,0,0,0,0,0.6612,0,0,0,78.843
Precinct,27,56-27,772,69.738,\N,\N,\N,\N,2.6482,\N,\N,\N,0,\N,\N,\N,2,1.35,1.1933,0.6167,\N,\N,\N,\N,\N,\N,0.2591,0.3886,16.9689,0,1.4249,0,0,0,0,0,0,0,0,0.2591,0.2591,0,0,0,0.2591,0,0,0,80.4404
Precinct,28,56-28,335,62.9699,\N,\N,\N,\N,0,\N,\N,\N,10,\N,\N,\N,0,0.45,0.56,0.3278,\N,\N,\N,\N,\N,\N,0,0,25.3731,0,1.194,0,0,0,0,0,0,0,0.2985,0,0.2985,0,0,0.2985,0,0,0,0.2985,69.2537
Precinct,29,56-29,879,71.3474,\N,\N,\N,\N,2.0067,\N,\N,\N,0,\N,\N,\N,5,1.375,1.6033,0.4778,\N,\N,\N,\N,\N,\N,0,0,13.6519,0,1.479,0,0,0,0.1138,0,0,0,0,0.5688,0,0,0,0,0.5688,0,0,0,84.1866
