shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),European Georgia,Democratic Movement - Free Georgia,United National Movement,Republican party,For United Georgia,Alliance of Patriots,Leftist Alliance,Labour,Socialist Workers Party,Georgia,National Forum,Merab Kostava Society,Unity - New Georgia,Lord Our Righteousness,Freedom Party,Mamulishvili,United Communist Party,Party of People,Progressive Democratic Movement,Georgian Dream,Initiative Group
Majoritarian District,45.16,45.16,378,50.33,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,16.4,,,,,,,,,,,,,,,,,,,81.48,
Majoritarian District,46.01,46.01,875,47.55,0,1,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,12.23,,,14.4,,,,,,,,,,,,,,73.37,
Majoritarian District,46.02,46.02,467,53.43,0,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,0.64,,,3.21,,,,,,,,,,,,,,45.18,50.32
Majoritarian District,46.03,46.03,242,42.68,0,0,0,3,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,,,,,,,,,,,,,,,,,,99.59,
Majoritarian District,46.04,46.04,383,53.34,1,1,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,,,1.57,,,34.73,,,,,,,,,,,,,,62.66,
Majoritarian District,46.05,46.05,356,55.63,1,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,26.97,,,23.31,,,,,,,,,,,,,,47.47,0.84
Majoritarian District,46.06,46.06,43,91.49,1,0,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,,,,,,,,,,,,,,,,62.79,
Majoritarian District,46.07,46.07,391,48.45,1,0,0,3,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,,,,,,,,,,,,,,,,,,,,97.19,
Majoritarian District,46.08,46.08,212,57.61,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,5.66,,,18.87,,,,,,,,,,,,,,72.17,
Majoritarian District,47.01,47.01,1119,58.53,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,21.89,,,,,,,,,,,,,,,,,,,60.59,17.52
Majoritarian District,47.02,47.02,428,63.41,0,3,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,,,,,,,,,,,,,,,,,,,,49.53,49.77
Majoritarian District,47.03,47.03,291,67.21,4,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,7.56,,,,,45.7,,,,,,,,,,,,,,46.05,
Majoritarian District,47.04,47.04,161,69.4,1,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,,,,,,,,,,,,,,,,,,53.42,45.96
Majoritarian District,47.05,47.05,42,56.0,0,0,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,,,,,,,,,,,,,,,,100.0,
Majoritarian District,47.06,47.06,440,64.52,1,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,17.95,,,,,,,,,,,,,,,,,56.14,25.91
Majoritarian District,47.07,47.07,170,79.44,2,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,,,,,,,,,,,,,,,,,,97.65,
Majoritarian District,47.08,47.08,434,61.56,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,,,,,,,,,,,,,,,,,,40.55,57.83
Majoritarian District,47.09,47.09,370,59.49,1,2,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,,,,,,30.0,,,,,,,,,,,,,,70.0,
Majoritarian District,47.10,47.10,156,65.82,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,18.59,,,,10.9,,,,,,,,,,,,,,69.87,
Majoritarian District,47.11,47.11,149,75.25,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,,54.36,,,,,,,,,,,,,,45.64,
Majoritarian District,47.12,47.12,104,58.43,1,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,21.15,3.85,,,,,,,,,,,,,,,,,75.0,
Majoritarian District,47.13,47.13,218,68.55,2,0,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,2.29,,,,,38.53,,,,,,,,,,,,,,59.17,
Majoritarian District,47.14,47.14,174,63.04,1,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,32.76,,,10.92,,,,,,,,,,,,,,54.6,
Majoritarian District,47.15,47.15,466,61.64,1,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,,,,41.63,,,,,,,,,,,,,,58.37,
Majoritarian District,47.16,47.16,583,59.31,0,0,3,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,,,,,,30.53,,,,,,,,,,,,,,67.24,
Majoritarian District,48.01,48.01,1207,59.22,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,20.8,,15.82,,,7.79,,,,,7.62,,,,,,,,,47.97,
Majoritarian District,48.02,48.02,447,80.11,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,3.13,,4.92,,,,,,,,,,,,,,,,,91.28,
Majoritarian District,48.03,48.03,1084,60.63,0,2,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,15.5,3.78,8.86,,,2.4,,,,,,,,,,,,,,69.46,
Majoritarian District,48.04,48.04,699,66.83,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,2.72,3.29,26.04,,,2.15,,,,,20.6,,,,,,,,,45.21,
Majoritarian District,48.05,48.05,410,58.07,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,5.12,2.68,3.41,,,10.98,,,,,29.76,,,,,,,,,47.56,
Majoritarian District,48.06,48.06,499,69.21,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,1.8,,42.49,,,3.61,,,,,,,,,,,,,,51.9,
Majoritarian District,48.07,48.07,929,52.63,0,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,6.67,,25.94,,,,,,,,12.38,,,,,,,,,54.68,
Majoritarian District,48.08,48.08,480,61.38,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,17.08,,8.33,,,7.29,,,,,,,,,,,,,,67.08,
Majoritarian District,48.09,48.09,671,58.25,0,2,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,10.43,,26.83,,,1.49,,,,,,,,,,,,,,50.82,9.84
Majoritarian District,48.10,48.10,699,66.01,0,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,22.6,5.72,14.88,,,3.43,,,,,,,,,,,,,,53.08,
Majoritarian District,48.11,48.11,243,69.43,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,7.0,,39.92,,,,,,,,,,,,,,,,,53.09,
Majoritarian District,48.12,48.12,311,69.11,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,2.57,,18.65,,,17.04,,,,,,,,,,,,,,61.74,
Majoritarian District,48.13,48.13,805,60.71,0,1,1,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,6.21,9.07,6.71,,,4.22,,,,,8.82,,,,,,,,,51.06,12.92
Majoritarian District,48.14,48.14,484,68.75,1,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,7.44,,12.4,,,1.24,,,,,41.12,,,,,,,,,37.6,
Majoritarian District,48.15,48.15,419,59.26,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,23.15,4.53,14.8,,,,,,,,10.26,,,,,,,,,46.78,
Majoritarian District,48.16,48.16,440,68.97,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,14.09,5.23,12.73,,,28.41,,,,,4.77,,,,,,,,,34.55,
Majoritarian District,48.17,48.17,521,59.47,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,10.36,0.38,19.39,,,7.29,,,,,,,,,,,,,,62.57,
Majoritarian District,48.18,48.18,560,56.22,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,9.46,,36.25,,,1.25,,,,,,,,,,,,,,53.04,
Majoritarian District,48.19,48.19,445,68.89,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,1.57,2.7,24.94,,,,,,,,7.42,,,,,,,,,63.37,
Majoritarian District,48.20,48.20,877,61.85,0,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,5.93,,33.41,,,2.62,,,,,1.94,,,,,,,,,56.1,
Majoritarian District,49.01.01,49.01.01,1181,47.26,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,20.66,2.03,12.19,,,5.84,,,,,,,,,,,,,,58.68,
Majoritarian District,49.01.02,49.01.02,1456,58.83,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,14.22,2.75,6.8,,,,,,,,,,,,,,,,,51.51,24.38
Majoritarian District,49.02,49.02,1337,62.13,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,40.24,,2.69,,,1.87,,,,,,,,,,,,,,54.9,
Majoritarian District,49.03,49.03,870,61.97,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,22.18,6.44,5.06,,,13.22,,,,,,,,,,,,,,52.76,
Majoritarian District,49.04,49.04,883,62.62,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,43.37,7.7,1.93,,,2.38,,,,,,,,,,,,,,44.28,
Majoritarian District,49.05,49.05,348,79.82,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,37.07,,,,,,,,,,,,,,,,,,,62.93,
Majoritarian District,49.06,49.06,946,56.78,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,35.94,2.33,2.96,,,,,,,,,,,,,,,,,58.77,
Majoritarian District,49.07,49.07,861,62.08,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,21.72,0.23,4.99,,,29.97,,,,,,,,,,,,,,42.86,
Majoritarian District,49.08,49.08,877,43.85,0,0,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,26.45,2.51,9.92,,,,,,,,,2.05,,,,,,,,58.95,
Majoritarian District,49.09,49.09,802,54.48,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,29.43,,15.34,,,,,,,,,,,,,,,,,54.74,
Majoritarian District,49.10,49.10,826,54.59,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,40.31,,3.75,,,,,,,,,,,,,,,,,55.93,
Majoritarian District,49.11,49.11,1272,62.51,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,12.19,,4.09,,,,,,,,,,,,,,,,,83.1,
Majoritarian District,49.12,49.12,1479,53.57,0,3,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,1.83,5.88,,,,,,,,,,,,,,,,,43.07,49.09
Majoritarian District,49.13,49.13,716,54.66,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,22.91,,6.98,,,,,,,,,,,,,,,,,69.83,
Majoritarian District,49.14,49.14,1014,62.52,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,42.8,2.86,1.87,,,,,,,,,,,,,,,,,52.27,
Majoritarian District,49.15,49.15,1069,56.77,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,40.51,2.34,2.62,,,,,,,,,,,,,,,,,54.44,
Majoritarian District,49.16,49.16,1188,61.4,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,34.6,5.56,1.43,,,,,,,,,,,,,,,,,58.08,
Majoritarian District,49.17,49.17,779,62.57,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,17.59,1.41,1.41,,,,,,,,,,,,,,,,,47.75,29.91
Majoritarian District,49.18,49.18,784,54.18,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,14.16,1.28,,,,,,,,,,,,,,,,,,84.57,
Majoritarian District,49.19,49.19,754,55.2,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,37.14,,13.53,,,3.18,,,,,,,,,,,,,,46.02,
Majoritarian District,50.01.01,50.01.01,1506,46.42,0,0,3,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,4.98,,6.18,,,,,,,,,,,,,,,,,87.45,
Majoritarian District,50.01.02,50.01.02,1433,42.92,0,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,3.77,,9.28,,,,,,,,,,,,12.14,,,,,73.83,
Majoritarian District,50.02,50.02,3007,54.57,4,2,3,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,10,100.0,2.76,,8.35,,,,,,,,,,,,,,,,,88.73,
Majoritarian District,50.03,50.03,875,42.52,0,0,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,2.06,,3.2,,,11.09,,,,,,,,,,,,,,82.74,
Majoritarian District,50.04,50.04,2523,48.73,2,5,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,7,100.0,6.14,,3.61,,,2.46,,,,,,,,,,,,,,87.75,
Majoritarian District,50.05,50.05,1090,45.02,0,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,2.84,,6.61,,,,,,,,,,,,,,,,,90.18,
Majoritarian District,50.06,50.06,2067,51.38,0,3,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,3.0,,3.68,,,14.61,,,,,,,,,,,,,,77.99,
Majoritarian District,50.07,50.07,1162,48.58,0,3,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,7.49,,9.04,,,13.6,,,,,,,,,,,,,,69.62,
Majoritarian District,50.08,50.08,869,52.89,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,32.22,,5.18,,,1.84,,,,,,,,,,,,,,60.3,
Majoritarian District,50.09,50.09,2238,51.91,0,1,3,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,2.1,,3.93,,,6.21,,,,,,,,,6.66,,,,,81.1,
Majoritarian District,50.10,50.10,337,60.07,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,42.14,,0.59,,,0.89,,,,,,,,,,,,,,54.9,
Majoritarian District,50.11,50.11,2180,51.37,2,1,3,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,6,100.0,7.29,,3.81,,,4.27,,,,,,,,,,,,,,84.45,
Majoritarian District,50.12,50.12,799,61.99,0,2,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,0.75,,,,,,,,,,,,,,,,,,,76.85,21.9
Majoritarian District,50.13,50.13,1184,48.48,1,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,0.76,,2.7,,,,,,,,,,,,5.66,,,,,54.98,35.64
Majoritarian District,51.01.01,51.01.01,2869,34.02,0,0,4,3,,0,0.0,,,0,0.0,,,,,,0,0,0,0,7,100.0,15.55,,16.45,,,19.31,,,,,,,,,,,,,,47.96,
Majoritarian District,51.01.02,51.01.02,1731,35.18,0,1,1,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,8.55,,19.41,,,8.55,,,,,,,,,,,,,,62.57,
Majoritarian District,51.01.03,51.01.03,1845,31.32,0,0,3,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,21.73,4.88,20.87,,,5.53,,,,,,,,,,,,,,45.09,
Majoritarian District,51.02,51.02,551,48.76,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,12.16,22.5,6.53,,,9.26,,,,,,,,,,,,,,49.0,
Majoritarian District,51.03,51.03,550,41.23,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,29.64,,6.73,,,6.55,,,,,,,,,,,,,,56.18,
Majoritarian District,51.04,51.04,1071,57.92,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,22.69,17.55,13.35,,,1.96,,,,,,,,,,,,,,40.52,3.45
Majoritarian District,51.05,51.05,1027,47.83,0,0,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,13.05,,7.69,,,,,,,,,,,,,,,,,79.16,
Majoritarian District,51.06,51.06,752,50.57,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,16.89,,17.15,,,26.99,,,,,,,,,,,,,,38.43,
Majoritarian District,51.07,51.07,531,60.96,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,34.28,,3.39,,,2.26,,,,,,,,,,,,,,59.32,
Majoritarian District,51.08,51.08,1169,41.59,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,6.33,,11.38,,,34.47,,,,,,,,,,,,,,46.88,
Majoritarian District,51.09,51.09,1478,48.16,0,2,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,20.23,,17.93,,,7.78,,,,,,,,,,,,,,53.59,
Majoritarian District,51.10,51.10,1657,46.91,0,2,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,5.85,,16.05,,,16.78,,,,,,,,,,,,,,61.07,
Majoritarian District,51.11,51.11,937,45.07,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,3.1,,14.41,,,9.82,,,,,,,,,,,,,,59.45,12.81
Majoritarian District,51.12,51.12,911,48.38,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,11.53,,7.14,,,2.85,,,,,,,,,,,,,,42.26,35.89
Majoritarian District,51.13,51.13,690,44.26,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,8.84,,17.83,,,3.62,,,,,,,,,,,,,,69.28,
Majoritarian District,51.14,51.14,646,43.36,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,10.22,,7.74,,,11.3,,,,,,,,,,,,,,69.66,
Majoritarian District,51.15,51.15,1509,44.98,0,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,13.52,,16.17,,,16.04,,,,,,,,,,,,,,54.01,
Majoritarian District,51.16,51.16,1678,46.1,0,1,3,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,9.83,,11.68,,,21.1,,,,,,,,,,,,,,41.3,15.73
Majoritarian District,51.17,51.17,545,65.35,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,18.9,,25.69,,,17.25,,,,,,,,,,,,,,37.8,
Majoritarian District,51.18,51.18,837,46.92,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,4.18,,13.02,,,23.54,,,,,,,,,,,,,,59.02,
Majoritarian District,51.19,51.19,495,48.58,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,18.18,,14.75,,,27.27,,,,,,,,,,,,,,39.39,
Majoritarian District,52.01.01,52.01.01,1067,49.81,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,15.75,,16.49,,,5.34,,,,,,,,,,,,,,60.36,
Majoritarian District,52.01.02,52.01.02,897,47.44,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,25.64,6.24,16.17,,,,,,,,,,,,,,,,,51.17,
Majoritarian District,52.02,52.02,1874,53.33,0,2,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,4.86,21.88,17.77,,,2.29,,,,,4.32,,,,,,,,,48.51,
Majoritarian District,52.03,52.03,744,56.97,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,6.72,,22.31,,,,,10.08,,,8.47,,,,,,,,,52.15,
Majoritarian District,52.04,52.04,378,64.07,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,45.24,,,,,,,,,,,,,,,,,54.5,
Majoritarian District,52.05,52.05,566,57.11,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,35.51,,6.01,,,,,,,,,,,,,,,,,57.77,
Majoritarian District,52.06,52.06,952,55.51,0,1,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,16.81,10.29,24.05,,,,,,,,,,,,,,,,,48.63,
Majoritarian District,52.07,52.07,827,56.84,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,30.96,,,,,,,,,,7.5,,,,,,,,,61.06,
Majoritarian District,52.08,52.08,671,61.79,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,17.88,,8.79,,,1.79,,,,,,,,,,,,,,71.54,
Majoritarian District,52.09,52.09,872,57.11,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,4.01,,40.25,,,6.42,,,,,,,,,,,,,,49.31,
Majoritarian District,52.10,52.10,184,65.95,0,0,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,0.54,,2.72,,,,,,,,23.91,,,,,,,,,71.74,
Majoritarian District,52.11,52.11,1353,47.91,0,0,3,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,15.37,6.58,15.15,,,7.91,,,,,8.28,,,,,,,,,45.82,
Majoritarian District,52.12,52.12,1156,52.0,1,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,7.79,,19.72,,,3.81,,,,,5.28,,,,,,,,,63.32,
Majoritarian District,52.13,52.13,281,52.92,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,0.71,,36.65,,,3.2,,,,,,,,,,,,,,59.07,
Majoritarian District,53.01,53.01,1816,45.91,0,0,2,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,17.13,,,,,2.59,,2.2,,,,,,,,,,,,77.48,
Majoritarian District,53.02,53.02,878,60.3,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,10.14,,12.64,,,14.92,,1.03,,,,,,,,,,,,61.28,
Majoritarian District,53.03,53.03,734,48.74,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,12.81,,16.76,,,0.68,,,,,,,,,,,,,,68.94,
Majoritarian District,53.04,53.04,232,67.05,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,41.38,,3.02,,,3.02,,,,,,,,,,,,,,50.86,
Majoritarian District,53.05,53.05,845,56.79,0,0,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,10.06,,21.54,,,,,,,,,,,,,,,,,68.4,
Majoritarian District,53.06,53.06,1053,56.95,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,3.99,,25.64,,,5.98,,,,,,,,,,,,,,63.82,
Majoritarian District,53.07,53.07,702,60.83,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,43.02,,3.42,,,,,,,,,,,,,,,,,53.28,
Majoritarian District,53.08,53.08,772,44.42,0,1,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,8.68,,13.34,,,3.37,,2.33,,,,,,,,,,,,72.28,
Majoritarian District,53.09,53.09,362,57.74,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,20.99,,10.5,,,2.21,,,,,,,,,,,,,,65.75,
Majoritarian District,53.10,53.10,485,63.15,0,0,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,2.89,,37.73,,,0.82,,,,,,,,,,,,,,58.35,
Majoritarian District,53.11,53.11,838,56.66,0,0,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,21.6,,13.01,,,1.91,,,,,,,,,,,,,,62.89,
Majoritarian District,53.12,53.12,365,50.77,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,28.22,,14.52,,,5.75,,2.19,,,,,,,,,,,,49.32,
Majoritarian District,53.13,53.13,463,57.44,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,11.45,,4.75,,,0.65,,,,,,,,,,,,,,83.15,
Majoritarian District,53.14,53.14,726,56.94,0,0,0,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,19.15,,2.48,,,10.19,,,,,,,,,,,,,,67.63,
Majoritarian District,53.15,53.15,347,53.14,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,37.18,,6.63,,,2.59,,,,,,,,,,,,,,53.6,
Majoritarian District,53.16,53.16,423,59.33,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,3.78,,5.2,,,,,,,,,,,,,,,,,91.02,
Majoritarian District,53.17,53.17,373,55.26,0,0,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,32.98,,4.29,,,,,,,,,,,,,,,,,62.2,
Majoritarian District,53.18,53.18,1446,59.46,0,1,0,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,11.48,,21.02,,,1.52,,2.84,,,,,,,,,,,,62.93,
Majoritarian District,53.19,53.19,691,63.69,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,7.81,,23.59,,,1.01,,0.87,,,,,,,,,,,,66.43,
Majoritarian District,53.20,53.20,273,58.21,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,37.0,,3.3,,,1.1,,,,,,,,,,,,,,57.88,
Majoritarian District,54.01.01,54.01.01,2412,37.82,0,1,3,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,12.6,9.91,21.68,0.58,,3.94,,,,,4.6,,,,,,,,,42.95,3.07
Majoritarian District,54.01.02,54.01.02,2172,38.05,0,0,5,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,12.94,3.27,28.64,0.37,,3.27,,,,,5.57,,,,,,,,,45.49,
Majoritarian District,54.01.03,54.01.03,2395,38.09,0,0,3,3,,0,0.0,,,0,0.0,,,,,,0,0,0,0,6,100.0,6.72,2.76,31.19,0.46,,4.13,,,,,1.8,,,,,,,,,51.48,
